,G loss,D loss
153,4.147853653430939,0.5255394469499588
154,4.683106851577759,0.49891498339176177
155,4.818000843524933,0.5009164093732834
156,4.341000804901123,0.5045178596973419
157,4.443555421829224,0.49630964422225954
158,4.369010181427002,0.5094287854433059
159,4.5865459370613095,0.49251448142528537
160,4.9294006586074826,0.44797756731510163
161,5.0163023161888125,0.459787055850029
162,5.067386348247528,0.4857519474029541
163,5.517049870491028,0.44710821557044983
164,4.647866027355194,0.5106079362630844
165,4.3945303058624265,0.5045316392183303
166,4.883177990913391,0.4987540285587311
167,4.279470956325531,0.5205813771486283
168,4.976052417755127,0.49330216586589815
169,4.606421236991882,0.47533651471138
170,4.863120679855347,0.47341355872154234
171,4.529507486820221,0.49087895977497104
172,5.310709977149964,0.44444965851306917
173,5.040965394973755,0.47534832632541657
174,4.605889115333557,0.4891026108264923
175,4.4201289916038515,0.48263452422618863
176,4.945824503898621,0.4762480839490891
177,5.725094904899597,0.44408551120758055
178,5.014127192497253,0.4797701551914215
179,4.943184151649475,0.47398680114746095
180,5.291034035682678,0.4656468297243118
181,5.345452389717102,0.4332535866498947
182,5.241004722118378,0.4540726526975632
183,4.753902466297149,0.49621090543270113
184,5.16564954996109,0.4601833653450012
185,5.2272132921218875,0.4476195175647736
186,4.811436398029327,0.46872662007808685
187,4.794179215431213,0.4851251341104507
188,5.168546352386475,0.45913273906707763
189,5.24842543721199,0.47305059897899626
190,4.929438676834106,0.4671492947340012
191,4.895046405792236,0.48514857804775235
192,5.029594640731812,0.47385039818286895
193,5.614599742889404,0.428030268907547
194,5.806512970924377,0.4314895894527435
195,5.233793835639954,0.4343979901075363
196,4.939598169326782,0.48200492179393767
197,4.879373917579651,0.4845577768087387
198,4.973108654022217,0.4415025542974472
199,5.182409110069275,0.45163993215560916
200,5.662087135314941,0.43791078913211823
