gamma,lr,hidden_sizes,batch_size,memory_size,seed,eps_decay,steps_to_goal
0.95,1e-05,128-64,64,200000,0,1500,200
0.95,1e-05,128-64,128,100000,0,800,200
0.95,1e-05,128-64,128,100000,0,900,200
0.95,1e-05,128-64,128,100000,0,1000,200
0.95,1e-05,128-64,128,100000,0,1100,200
0.95,1e-05,128-64,128,100000,0,1200,200
0.95,1e-05,128-64,128,100000,0,1300,200
0.95,1e-05,128-64,128,100000,0,1400,200
0.95,1e-05,128-64,128,100000,0,1500,200
0.95,1e-05,128-64,128,200000,0,800,200
0.95,1e-05,128-64,128,200000,0,900,200
0.95,1e-05,128-64,128,200000,0,1000,200
0.95,1e-05,128-64,128,200000,0,1100,200
0.95,1e-05,128-64,128,200000,0,1200,200
0.95,1e-05,128-64,128,200000,0,1300,200
0.95,1e-05,128-64,128,200000,0,1400,200
0.95,1e-05,128-64,128,200000,0,1500,200
0.99,0.001,32-32,32,100000,0,800,200
0.99,0.001,32-32,32,100000,0,900,200
0.99,0.001,32-32,32,100000,0,1000,200
0.99,0.001,32-32,32,100000,0,1100,200
0.99,0.001,32-32,32,100000,0,1200,200
0.99,0.001,32-32,32,100000,0,1300,200
0.99,0.001,32-32,32,100000,0,1400,147
0.99,0.001,32-32,32,100000,0,1500,200
0.99,0.001,32-32,32,200000,0,800,200
0.99,0.001,32-32,32,200000,0,900,155
0.99,0.001,32-32,32,200000,0,1000,150
0.99,0.001,32-32,32,200000,0,1100,122
0.99,0.001,32-32,32,200000,0,1200,200
0.99,0.001,32-32,32,200000,0,1300,200
0.99,0.001,32-32,32,200000,0,1400,200
0.99,0.001,32-32,32,200000,0,1500,200
0.99,0.001,32-32,64,100000,0,800,200
0.99,0.001,32-32,64,100000,0,900,200
0.99,0.001,32-32,64,100000,0,1000,157
0.99,0.001,32-32,64,100000,0,1100,200
0.99,0.001,32-32,64,100000,0,1200,200
0.99,0.001,32-32,64,100000,0,1300,200
0.99,0.001,32-32,64,100000,0,1400,122
0.99,0.001,32-32,64,100000,0,1500,200
0.99,0.001,32-32,64,200000,0,800,154
0.99,0.001,32-32,64,200000,0,900,200
0.99,0.001,32-32,64,200000,0,1000,200
0.99,0.001,32-32,64,200000,0,1100,200
0.99,0.001,32-32,64,200000,0,1200,200
0.99,0.001,32-32,64,200000,0,1300,200
0.99,0.001,32-32,64,200000,0,1400,115
0.99,0.001,32-32,64,200000,0,1500,200
0.99,0.001,32-32,128,100000,0,800,200
0.99,0.001,32-32,128,100000,0,900,200
0.99,0.001,32-32,128,100000,0,1000,200
0.99,0.001,32-32,128,100000,0,1100,200
0.99,0.001,32-32,128,100000,0,1200,200
0.99,0.001,32-32,128,100000,0,1300,128
0.99,0.001,32-32,128,100000,0,1400,200
0.99,0.001,32-32,128,100000,0,1500,200
0.99,0.001,32-32,128,200000,0,800,200
0.99,0.001,32-32,128,200000,0,900,200
0.99,0.001,32-32,128,200000,0,1000,200
0.99,0.001,32-32,128,200000,0,1100,200
0.99,0.001,32-32,128,200000,0,1200,200
0.99,0.001,32-32,128,200000,0,1300,200
0.99,0.001,32-32,128,200000,0,1400,200
0.99,0.001,32-32,128,200000,0,1500,122
0.99,0.001,64-32,32,100000,0,800,193
0.99,0.001,64-32,32,100000,0,900,154
0.99,0.001,64-32,32,100000,0,1000,200
0.99,0.001,64-32,32,100000,0,1100,200
0.99,0.001,64-32,32,100000,0,1200,153
0.99,0.001,64-32,32,100000,0,1300,200
0.99,0.001,64-32,32,100000,0,1400,200
0.99,0.001,64-32,32,100000,0,1500,200
0.99,0.001,64-32,32,200000,0,800,120
0.99,0.001,64-32,32,200000,0,900,118
0.99,0.001,64-32,32,200000,0,1000,200
0.99,0.001,64-32,32,200000,0,1100,200
0.99,0.001,64-32,32,200000,0,1200,163
0.99,0.001,64-32,32,200000,0,1300,200
0.99,0.001,64-32,32,200000,0,1400,163
0.99,0.001,64-32,32,200000,0,1500,200
0.99,0.001,64-32,64,100000,0,800,200
0.99,0.001,64-32,64,100000,0,900,200
0.99,0.001,64-32,64,100000,0,1000,187
0.99,0.001,64-32,64,100000,0,1100,200
0.99,0.001,64-32,64,100000,0,1200,200
0.99,0.001,64-32,64,100000,0,1300,200
0.99,0.001,64-32,64,100000,0,1400,200
0.99,0.001,64-32,64,100000,0,1500,145
0.99,0.001,64-32,64,200000,0,800,200
0.99,0.001,64-32,64,200000,0,900,200
0.99,0.001,64-32,64,200000,0,1000,116
0.99,0.001,64-32,64,200000,0,1100,200
0.99,0.001,64-32,64,200000,0,1200,200
0.99,0.001,64-32,64,200000,0,1300,158
0.99,0.001,64-32,64,200000,0,1400,200
0.99,0.001,64-32,64,200000,0,1500,119
0.99,0.001,64-32,128,100000,0,800,200
0.99,0.001,64-32,128,100000,0,900,136
0.99,0.001,64-32,128,100000,0,1000,200
0.99,0.001,64-32,128,100000,0,1100,200
0.99,0.001,64-32,128,100000,0,1200,200
0.99,0.001,64-32,128,100000,0,1300,200
0.99,0.001,64-32,128,100000,0,1400,200
0.99,0.001,64-32,128,100000,0,1500,200
0.99,0.001,64-32,128,200000,0,800,157
0.99,0.001,64-32,128,200000,0,900,200
0.99,0.001,64-32,128,200000,0,1000,200
0.99,0.001,64-32,128,200000,0,1100,200
0.99,0.001,64-32,128,200000,0,1200,200
0.99,0.001,64-32,128,200000,0,1300,200
0.99,0.001,64-32,128,200000,0,1400,200
0.99,0.001,64-32,128,200000,0,1500,200
0.99,0.001,64-64,32,100000,0,800,200
0.99,0.001,64-64,32,100000,0,900,200
0.99,0.001,64-64,32,100000,0,1000,118
0.99,0.001,64-64,32,100000,0,1100,200
0.99,0.001,64-64,32,100000,0,1200,200
0.99,0.001,64-64,32,100000,0,1300,200
0.99,0.001,64-64,32,100000,0,1400,200
0.99,0.001,64-64,32,100000,0,1500,200
0.99,0.001,64-64,32,200000,0,800,200
0.99,0.001,64-64,32,200000,0,900,158
0.99,0.001,64-64,32,200000,0,1000,126
0.99,0.001,64-64,32,200000,0,1100,200
0.99,0.001,64-64,32,200000,0,1200,123
0.99,0.001,64-64,32,200000,0,1300,200
0.99,0.001,64-64,32,200000,0,1400,186
0.99,0.001,64-64,32,200000,0,1500,200
0.99,0.001,64-64,64,100000,0,800,153
0.99,0.001,64-64,64,100000,0,900,159
0.99,0.001,64-64,64,100000,0,1000,126
0.99,0.001,64-64,64,100000,0,1100,200
0.99,0.001,64-64,64,100000,0,1200,120
0.99,0.001,64-64,64,100000,0,1300,200
0.99,0.001,64-64,64,100000,0,1400,200
0.99,0.001,64-64,64,100000,0,1500,200
0.99,0.001,64-64,64,200000,0,800,200
0.99,0.001,64-64,64,200000,0,900,200
0.99,0.001,64-64,64,200000,0,1000,200
0.99,0.001,64-64,64,200000,0,1100,200
0.99,0.001,64-64,64,200000,0,1200,200
0.99,0.001,64-64,64,200000,0,1300,118
0.99,0.001,64-64,64,200000,0,1400,200
0.99,0.001,64-64,64,200000,0,1500,200
0.99,0.001,64-64,128,100000,0,800,167
0.99,0.001,64-64,128,100000,0,900,200
0.99,0.001,64-64,128,100000,0,1000,200
0.99,0.001,64-64,128,100000,0,1100,200
0.99,0.001,64-64,128,100000,0,1200,200
0.99,0.001,64-64,128,100000,0,1300,200
0.99,0.001,64-64,128,100000,0,1400,123
0.99,0.001,64-64,128,100000,0,1500,200
0.99,0.001,64-64,128,200000,0,800,128
0.99,0.001,64-64,128,200000,0,900,200
0.99,0.001,64-64,128,200000,0,1000,134
0.99,0.001,64-64,128,200000,0,1100,200
0.99,0.001,64-64,128,200000,0,1200,200
0.99,0.001,64-64,128,200000,0,1300,125
0.99,0.001,64-64,128,200000,0,1400,200
0.99,0.001,64-64,128,200000,0,1500,200
0.99,0.001,128-64,32,100000,0,800,200
0.99,0.001,128-64,32,100000,0,900,161
0.99,0.001,128-64,32,100000,0,1000,200
0.99,0.001,128-64,32,100000,0,1100,200
0.99,0.001,128-64,32,100000,0,1200,200
0.99,0.001,128-64,32,100000,0,1300,200
0.99,0.001,128-64,32,100000,0,1400,200
0.99,0.001,128-64,32,100000,0,1500,200
0.99,0.001,128-64,32,200000,0,800,162
0.99,0.001,128-64,32,200000,0,900,200
0.99,0.001,128-64,32,200000,0,1000,153
0.99,0.001,128-64,32,200000,0,1100,159
0.99,0.001,128-64,32,200000,0,1200,200
0.99,0.001,128-64,32,200000,0,1300,123
0.99,0.001,128-64,32,200000,0,1400,200
0.99,0.001,128-64,32,200000,0,1500,200
0.99,0.001,128-64,64,100000,0,800,200
0.99,0.001,128-64,64,100000,0,900,200
0.99,0.001,128-64,64,100000,0,1000,200
0.99,0.001,128-64,64,100000,0,1100,200
0.99,0.001,128-64,64,100000,0,1200,200
0.99,0.001,128-64,64,100000,0,1300,200
0.99,0.001,128-64,64,100000,0,1400,156
0.99,0.001,128-64,64,100000,0,1500,200
0.99,0.001,128-64,64,200000,0,800,200
0.99,0.001,128-64,64,200000,0,900,200
0.99,0.001,128-64,64,200000,0,1000,200
0.99,0.001,128-64,64,200000,0,1100,151
0.99,0.001,128-64,64,200000,0,1200,200
0.99,0.001,128-64,64,200000,0,1300,127
0.99,0.001,128-64,64,200000,0,1400,200
0.99,0.001,128-64,64,200000,0,1500,200
0.99,0.001,128-64,128,100000,0,800,200
0.99,0.001,128-64,128,100000,0,900,200
0.99,0.001,128-64,128,100000,0,1000,200
0.99,0.001,128-64,128,100000,0,1100,200
0.99,0.001,128-64,128,100000,0,1200,188
0.99,0.001,128-64,128,100000,0,1300,145
0.99,0.001,128-64,128,100000,0,1400,159
0.99,0.001,128-64,128,100000,0,1500,153
0.99,0.001,128-64,128,200000,0,800,200
0.99,0.001,128-64,128,200000,0,900,200
0.99,0.001,128-64,128,200000,0,1000,200
0.99,0.001,128-64,128,200000,0,1100,161
0.99,0.001,128-64,128,200000,0,1200,200
0.99,0.001,128-64,128,200000,0,1300,200
0.99,0.001,128-64,128,200000,0,1400,200
0.99,0.001,128-64,128,200000,0,1500,153
0.99,0.0001,32-32,32,100000,0,800,200
0.99,0.0001,32-32,32,100000,0,900,200
0.99,0.0001,32-32,32,100000,0,1000,200
0.99,0.0001,32-32,32,100000,0,1100,200
0.99,0.0001,32-32,32,100000,0,1200,200
0.99,0.0001,32-32,32,100000,0,1300,200
0.99,0.0001,32-32,32,100000,0,1400,200
0.99,0.0001,32-32,32,100000,0,1500,200
0.99,0.0001,32-32,32,200000,0,800,200
0.99,0.0001,32-32,32,200000,0,900,200
0.99,0.0001,32-32,32,200000,0,1000,200
0.99,0.0001,32-32,32,200000,0,1100,200
0.99,0.0001,32-32,32,200000,0,1200,200
0.99,0.0001,32-32,32,200000,0,1300,200
0.99,0.0001,32-32,32,200000,0,1400,200
0.99,0.0001,32-32,32,200000,0,1500,200
0.99,0.0001,32-32,64,100000,0,800,200
0.99,0.0001,32-32,64,100000,0,900,200
0.99,0.0001,32-32,64,100000,0,1000,200
0.99,0.0001,32-32,64,100000,0,1100,200
0.99,0.0001,32-32,64,100000,0,1200,200
0.99,0.0001,32-32,64,100000,0,1300,200
0.99,0.0001,32-32,64,100000,0,1400,200
0.99,0.0001,32-32,64,100000,0,1500,200
0.99,0.0001,32-32,64,200000,0,800,200
0.99,0.0001,32-32,64,200000,0,900,200
0.99,0.0001,32-32,64,200000,0,1000,200
0.99,0.0001,32-32,64,200000,0,1100,200
0.99,0.0001,32-32,64,200000,0,1200,154
0.99,0.0001,32-32,64,200000,0,1300,157
0.99,0.0001,32-32,64,200000,0,1400,200
0.99,0.0001,32-32,64,200000,0,1500,200
0.99,0.0001,32-32,128,100000,0,800,200
0.99,0.0001,32-32,128,100000,0,900,200
0.99,0.0001,32-32,128,100000,0,1000,200
0.99,0.0001,32-32,128,100000,0,1100,200
0.99,0.0001,32-32,128,100000,0,1200,200
0.99,0.0001,32-32,128,100000,0,1300,200
0.99,0.0001,32-32,128,100000,0,1400,200
0.99,0.0001,32-32,128,100000,0,1500,200
0.99,0.0001,32-32,128,200000,0,800,200
0.99,0.0001,32-32,128,200000,0,900,200
0.99,0.0001,32-32,128,200000,0,1000,200
0.99,0.0001,32-32,128,200000,0,1100,194
0.99,0.0001,32-32,128,200000,0,1200,200
0.99,0.0001,32-32,128,200000,0,1300,200
0.99,0.0001,32-32,128,200000,0,1400,162
0.99,0.0001,32-32,128,200000,0,1500,200
0.99,0.0001,64-32,32,100000,0,800,143
0.99,0.0001,64-32,32,100000,0,900,200
0.99,0.0001,64-32,32,100000,0,1000,200
0.99,0.0001,64-32,32,100000,0,1100,200
0.99,0.0001,64-32,32,100000,0,1200,171
0.99,0.0001,64-32,32,100000,0,1300,165
0.99,0.0001,64-32,32,100000,0,1400,200
0.99,0.0001,64-32,32,100000,0,1500,200
0.99,0.0001,64-32,32,200000,0,800,200
0.99,0.0001,64-32,32,200000,0,900,200
0.99,0.0001,64-32,32,200000,0,1000,200
0.99,0.0001,64-32,32,200000,0,1100,166
0.99,0.0001,64-32,32,200000,0,1200,122
0.99,0.0001,64-32,32,200000,0,1300,154
0.99,0.0001,64-32,32,200000,0,1400,200
0.99,0.0001,64-32,32,200000,0,1500,200
0.99,0.0001,64-32,64,100000,0,800,178
0.99,0.0001,64-32,64,100000,0,900,200
0.99,0.0001,64-32,64,100000,0,1000,200
0.99,0.0001,64-32,64,100000,0,1100,200
0.99,0.0001,64-32,64,100000,0,1200,140
0.99,0.0001,64-32,64,100000,0,1300,182
0.99,0.0001,64-32,64,100000,0,1400,154
0.99,0.0001,64-32,64,100000,0,1500,200
0.99,0.0001,64-32,64,200000,0,800,146
0.99,0.0001,64-32,64,200000,0,900,200
0.99,0.0001,64-32,64,200000,0,1000,200
0.99,0.0001,64-32,64,200000,0,1100,200
0.99,0.0001,64-32,64,200000,0,1200,200
0.99,0.0001,64-32,64,200000,0,1300,129
0.99,0.0001,64-32,64,200000,0,1400,200
0.99,0.0001,64-32,64,200000,0,1500,200
0.99,0.0001,64-32,128,100000,0,800,200
0.99,0.0001,64-32,128,100000,0,900,166
0.99,0.0001,64-32,128,100000,0,1000,200
0.99,0.0001,64-32,128,100000,0,1100,200
0.99,0.0001,64-32,128,100000,0,1200,193
0.99,0.0001,64-32,128,100000,0,1300,200
0.99,0.0001,64-32,128,100000,0,1400,200
0.99,0.0001,64-32,128,100000,0,1500,153
0.99,0.0001,64-32,128,200000,0,800,200
0.99,0.0001,64-32,128,200000,0,900,150
0.99,0.0001,64-32,128,200000,0,1000,130
0.99,0.0001,64-32,128,200000,0,1100,148
0.99,0.0001,64-32,128,200000,0,1200,147
0.99,0.0001,64-32,128,200000,0,1300,174
0.99,0.0001,64-32,128,200000,0,1400,141
0.99,0.0001,64-32,128,200000,0,1500,155
0.99,0.0001,64-64,32,100000,0,800,109
0.99,0.0001,64-64,32,100000,0,900,200
0.99,0.0001,64-64,32,100000,0,1000,200
0.99,0.0001,64-64,32,100000,0,1100,123
0.99,0.0001,64-64,32,100000,0,1200,123
0.99,0.0001,64-64,32,100000,0,1300,200
0.99,0.0001,64-64,32,100000,0,1400,200
0.99,0.0001,64-64,32,100000,0,1500,200
0.99,0.0001,64-64,32,200000,0,800,111
0.99,0.0001,64-64,32,200000,0,900,200
0.99,0.0001,64-64,32,200000,0,1000,200
0.99,0.0001,64-64,32,200000,0,1100,158
0.99,0.0001,64-64,32,200000,0,1200,200
0.99,0.0001,64-64,32,200000,0,1300,159
0.99,0.0001,64-64,32,200000,0,1400,200
0.99,0.0001,64-64,32,200000,0,1500,200
0.99,0.0001,64-64,64,100000,0,800,200
0.99,0.0001,64-64,64,100000,0,900,200
0.99,0.0001,64-64,64,100000,0,1000,187
0.99,0.0001,64-64,64,100000,0,1100,191
0.99,0.0001,64-64,64,100000,0,1200,200
0.99,0.0001,64-64,64,100000,0,1300,200
0.99,0.0001,64-64,64,100000,0,1400,200
0.99,0.0001,64-64,64,100000,0,1500,150
0.99,0.0001,64-64,64,200000,0,800,146
0.99,0.0001,64-64,64,200000,0,900,134
0.99,0.0001,64-64,64,200000,0,1000,157
0.99,0.0001,64-64,64,200000,0,1100,200
0.99,0.0001,64-64,64,200000,0,1200,200
0.99,0.0001,64-64,64,200000,0,1300,194
0.99,0.0001,64-64,64,200000,0,1400,200
0.99,0.0001,64-64,64,200000,0,1500,147
0.99,0.0001,64-64,128,100000,0,800,200
0.99,0.0001,64-64,128,100000,0,900,200
0.99,0.0001,64-64,128,100000,0,1000,200
0.99,0.0001,64-64,128,100000,0,1100,137
0.99,0.0001,64-64,128,100000,0,1200,200
0.99,0.0001,64-64,128,100000,0,1300,200
0.99,0.0001,64-64,128,100000,0,1400,200
0.99,0.0001,64-64,128,100000,0,1500,200
0.99,0.0001,64-64,128,200000,0,800,200
0.99,0.0001,64-64,128,200000,0,900,138
0.99,0.0001,64-64,128,200000,0,1000,200
0.99,0.0001,64-64,128,200000,0,1100,117
0.99,0.0001,64-64,128,200000,0,1200,200
0.99,0.0001,64-64,128,200000,0,1300,158
0.99,0.0001,64-64,128,200000,0,1400,200
0.99,0.0001,64-64,128,200000,0,1500,200
0.99,0.0001,128-64,32,100000,0,800,147
0.99,0.0001,128-64,32,100000,0,900,151
0.99,0.0001,128-64,32,100000,0,1000,157
0.99,0.0001,128-64,32,100000,0,1100,156
0.99,0.0001,128-64,32,100000,0,1200,200
0.99,0.0001,128-64,32,100000,0,1300,200
0.99,0.0001,128-64,32,100000,0,1400,119
0.99,0.0001,128-64,32,100000,0,1500,200
0.99,0.0001,128-64,32,200000,0,800,200
0.99,0.0001,128-64,32,200000,0,900,200
0.99,0.0001,128-64,32,200000,0,1000,149
0.99,0.0001,128-64,32,200000,0,1100,136
0.99,0.0001,128-64,32,200000,0,1200,141
0.99,0.0001,128-64,32,200000,0,1300,149
0.99,0.0001,128-64,32,200000,0,1400,157
0.99,0.0001,128-64,32,200000,0,1500,200
0.99,0.0001,128-64,64,100000,0,800,200
0.99,0.0001,128-64,64,100000,0,900,156
0.99,0.0001,128-64,64,100000,0,1000,200
0.99,0.0001,128-64,64,100000,0,1100,200
0.99,0.0001,128-64,64,100000,0,1200,159
0.99,0.0001,128-64,64,100000,0,1300,200
0.99,0.0001,128-64,64,100000,0,1400,117
0.99,0.0001,128-64,64,100000,0,1500,198
0.99,0.0001,128-64,64,200000,0,800,200
0.99,0.0001,128-64,64,200000,0,900,200
0.99,0.0001,128-64,64,200000,0,1000,117
0.99,0.0001,128-64,64,200000,0,1100,142
0.99,0.0001,128-64,64,200000,0,1200,176
0.99,0.0001,128-64,64,200000,0,1300,200
0.99,0.0001,128-64,64,200000,0,1400,139
0.99,0.0001,128-64,64,200000,0,1500,200
0.99,0.0001,128-64,128,100000,0,800,144
0.99,0.0001,128-64,128,100000,0,900,200
0.99,0.0001,128-64,128,100000,0,1000,200
0.99,0.0001,128-64,128,100000,0,1100,200
0.99,0.0001,128-64,128,100000,0,1200,200
0.99,0.0001,128-64,128,100000,0,1300,145
0.99,0.0001,128-64,128,100000,0,1400,166
0.99,0.0001,128-64,128,100000,0,1500,152
0.99,0.0001,128-64,128,200000,0,800,200
0.99,0.0001,128-64,128,200000,0,900,150
0.99,0.0001,128-64,128,200000,0,1000,148
0.99,0.0001,128-64,128,200000,0,1100,200
0.99,0.0001,128-64,128,200000,0,1200,200
0.99,0.0001,128-64,128,200000,0,1300,200
0.99,0.0001,128-64,128,200000,0,1400,200
0.99,0.0001,128-64,128,200000,0,1500,200
0.99,1e-05,32-32,32,100000,0,800,200
0.99,1e-05,32-32,32,100000,0,900,200
0.99,1e-05,32-32,32,100000,0,1000,200
0.99,1e-05,32-32,32,100000,0,1100,200
0.99,1e-05,32-32,32,100000,0,1200,200
0.99,1e-05,32-32,32,100000,0,1300,200
0.99,1e-05,32-32,32,100000,0,1400,200
0.99,1e-05,32-32,32,100000,0,1500,200
0.99,1e-05,32-32,32,200000,0,800,200
0.99,1e-05,32-32,32,200000,0,900,200
0.99,1e-05,32-32,32,200000,0,1000,200
0.99,1e-05,32-32,32,200000,0,1100,200
0.99,1e-05,32-32,32,200000,0,1200,200
0.99,1e-05,32-32,32,200000,0,1300,200
0.99,1e-05,32-32,32,200000,0,1400,200
0.99,1e-05,32-32,32,200000,0,1500,200
0.99,1e-05,32-32,64,100000,0,800,200
0.99,1e-05,32-32,64,100000,0,900,200
0.99,1e-05,32-32,64,100000,0,1000,200
0.99,1e-05,32-32,64,100000,0,1100,200
0.99,1e-05,32-32,64,100000,0,1200,200
0.99,1e-05,32-32,64,100000,0,1300,200
0.99,1e-05,32-32,64,100000,0,1400,200
0.99,1e-05,32-32,64,100000,0,1500,200
0.99,1e-05,32-32,64,200000,0,800,200
0.99,1e-05,32-32,64,200000,0,900,200
0.99,1e-05,32-32,64,200000,0,1000,200
0.99,1e-05,32-32,64,200000,0,1100,200
0.99,1e-05,32-32,64,200000,0,1200,200
0.99,1e-05,32-32,64,200000,0,1300,200
0.99,1e-05,32-32,64,200000,0,1400,200
0.99,1e-05,32-32,64,200000,0,1500,200
0.99,1e-05,32-32,128,100000,0,800,200
0.99,1e-05,32-32,128,100000,0,900,200
0.99,1e-05,32-32,128,100000,0,1000,200
0.99,1e-05,32-32,128,100000,0,1100,200
0.99,1e-05,32-32,128,100000,0,1200,200
0.99,1e-05,32-32,128,100000,0,1300,200
0.99,1e-05,32-32,128,100000,0,1400,200
0.99,1e-05,32-32,128,100000,0,1500,200
0.99,1e-05,32-32,128,200000,0,800,200
0.99,1e-05,32-32,128,200000,0,900,200
0.99,1e-05,32-32,128,200000,0,1000,200
0.99,1e-05,32-32,128,200000,0,1100,200
0.99,1e-05,32-32,128,200000,0,1200,200
0.99,1e-05,32-32,128,200000,0,1300,200
0.99,1e-05,32-32,128,200000,0,1400,200
0.99,1e-05,32-32,128,200000,0,1500,200
0.99,1e-05,64-32,32,100000,0,800,200
0.99,1e-05,64-32,32,100000,0,900,200
0.99,1e-05,64-32,32,100000,0,1000,200
0.99,1e-05,64-32,32,100000,0,1100,200
0.99,1e-05,64-32,32,100000,0,1200,200
0.99,1e-05,64-32,32,100000,0,1300,200
0.99,1e-05,64-32,32,100000,0,1400,200
0.99,1e-05,64-32,32,100000,0,1500,200
0.99,1e-05,64-32,32,200000,0,800,200
0.99,1e-05,64-32,32,200000,0,900,200
0.99,1e-05,64-32,32,200000,0,1000,200
0.99,1e-05,64-32,32,200000,0,1100,200
0.99,1e-05,64-32,32,200000,0,1200,200
0.99,1e-05,64-32,32,200000,0,1300,200
0.99,1e-05,64-32,32,200000,0,1400,200
0.99,1e-05,64-32,32,200000,0,1500,200
0.99,1e-05,64-32,64,100000,0,800,200
0.99,1e-05,64-32,64,100000,0,900,200
0.99,1e-05,64-32,64,100000,0,1000,200
0.99,1e-05,64-32,64,100000,0,1100,200
0.99,1e-05,64-32,64,100000,0,1200,200
0.99,1e-05,64-32,64,100000,0,1300,200
0.99,1e-05,64-32,64,100000,0,1400,200
0.99,1e-05,64-32,64,100000,0,1500,200
0.99,1e-05,64-32,64,200000,0,800,200
0.99,1e-05,64-32,64,200000,0,900,200
0.99,1e-05,64-32,64,200000,0,1000,200
0.99,1e-05,64-32,64,200000,0,1100,200
0.99,1e-05,64-32,64,200000,0,1200,200
0.99,1e-05,64-32,64,200000,0,1300,200
0.99,1e-05,64-32,64,200000,0,1400,200
0.99,1e-05,64-32,64,200000,0,1500,200
0.99,1e-05,64-32,128,100000,0,800,200
0.99,1e-05,64-32,128,100000,0,900,200
0.99,1e-05,64-32,128,100000,0,1000,200
0.99,1e-05,64-32,128,100000,0,1100,200
0.99,1e-05,64-32,128,100000,0,1200,200
0.99,1e-05,64-32,128,100000,0,1300,200
0.99,1e-05,64-32,128,100000,0,1400,200
0.99,1e-05,64-32,128,100000,0,1500,200
0.99,1e-05,64-32,128,200000,0,800,200
0.99,1e-05,64-32,128,200000,0,900,200
0.99,1e-05,64-32,128,200000,0,1000,200
0.99,1e-05,64-32,128,200000,0,1100,200
0.99,1e-05,64-32,128,200000,0,1200,200
0.99,1e-05,64-32,128,200000,0,1300,200
0.99,1e-05,64-32,128,200000,0,1400,200
0.99,1e-05,64-32,128,200000,0,1500,200
0.99,1e-05,64-64,32,100000,0,800,200
0.99,1e-05,64-64,32,100000,0,900,200
0.99,1e-05,64-64,32,100000,0,1000,200
0.99,1e-05,64-64,32,100000,0,1100,200
0.99,1e-05,64-64,32,100000,0,1200,200
0.99,1e-05,64-64,32,100000,0,1300,118
0.99,1e-05,64-64,32,100000,0,1400,200
0.99,1e-05,64-64,32,100000,0,1500,200
0.99,1e-05,64-64,32,200000,0,800,200
0.99,1e-05,64-64,32,200000,0,900,183
0.99,1e-05,64-64,32,200000,0,1000,200
0.99,1e-05,64-64,32,200000,0,1100,200
0.99,1e-05,64-64,32,200000,0,1200,200
0.99,1e-05,64-64,32,200000,0,1300,160
0.99,1e-05,64-64,32,200000,0,1400,200
0.99,1e-05,64-64,32,200000,0,1500,200
0.99,1e-05,64-64,64,100000,0,800,200
0.99,1e-05,64-64,64,100000,0,900,200
0.99,1e-05,64-64,64,100000,0,1000,200
0.99,1e-05,64-64,64,100000,0,1100,200
0.99,1e-05,64-64,64,100000,0,1200,200
0.99,1e-05,64-64,64,100000,0,1300,200
0.99,1e-05,64-64,64,100000,0,1400,200
0.99,1e-05,64-64,64,100000,0,1500,200
0.99,1e-05,64-64,64,200000,0,800,200
0.99,1e-05,64-64,64,200000,0,900,200
0.99,1e-05,64-64,64,200000,0,1000,200
0.99,1e-05,64-64,64,200000,0,1100,200
0.99,1e-05,64-64,64,200000,0,1200,200
0.99,1e-05,64-64,64,200000,0,1300,200
0.99,1e-05,64-64,64,200000,0,1400,200
0.99,1e-05,64-64,64,200000,0,1500,200
0.99,1e-05,64-64,128,100000,0,800,200
0.99,1e-05,64-64,128,100000,0,900,200
0.99,1e-05,64-64,128,100000,0,1000,200
0.99,1e-05,64-64,128,100000,0,1100,200
0.99,1e-05,64-64,128,100000,0,1200,200
0.99,1e-05,64-64,128,100000,0,1300,200
0.99,1e-05,64-64,128,100000,0,1400,200
0.99,1e-05,64-64,128,100000,0,1500,200
0.99,1e-05,64-64,128,200000,0,800,198
0.99,1e-05,64-64,128,200000,0,900,200
0.99,1e-05,64-64,128,200000,0,1000,200
0.99,1e-05,64-64,128,200000,0,1100,200
0.99,1e-05,64-64,128,200000,0,1200,200
0.99,1e-05,64-64,128,200000,0,1300,200
0.99,1e-05,64-64,128,200000,0,1400,200
0.99,1e-05,64-64,128,200000,0,1500,194
0.99,1e-05,128-64,32,100000,0,800,200
0.99,1e-05,128-64,32,100000,0,900,200
0.99,1e-05,128-64,32,100000,0,1000,200
0.99,1e-05,128-64,32,100000,0,1100,200
0.99,1e-05,128-64,32,100000,0,1200,200
0.99,1e-05,128-64,32,100000,0,1300,200
0.99,1e-05,128-64,32,100000,0,1400,200
0.99,1e-05,128-64,32,100000,0,1500,200
0.99,1e-05,128-64,32,200000,0,800,200
0.99,1e-05,128-64,32,200000,0,900,200
0.99,1e-05,128-64,32,200000,0,1000,200
0.99,1e-05,128-64,32,200000,0,1100,200
0.99,1e-05,128-64,32,200000,0,1200,200
0.99,1e-05,128-64,32,200000,0,1300,200
0.99,1e-05,128-64,32,200000,0,1400,200
0.99,1e-05,128-64,32,200000,0,1500,200
0.99,1e-05,128-64,64,100000,0,800,200
0.99,1e-05,128-64,64,100000,0,900,200
0.99,1e-05,128-64,64,100000,0,1000,200
0.99,1e-05,128-64,64,100000,0,1100,200
0.99,1e-05,128-64,64,100000,0,1200,200
0.99,1e-05,128-64,64,100000,0,1300,200
0.99,1e-05,128-64,64,100000,0,1400,200
0.99,1e-05,128-64,64,100000,0,1500,200
0.99,1e-05,128-64,64,200000,0,800,200
0.99,1e-05,128-64,64,200000,0,900,200
